Cell	Drug
SIDM02011	5329102
SIDM02014	5329102
SIDM02015	5329102
SIDM02016	5329102
SIDM02017	5329102
SIDM02018	5329102
SIDM02019	5329102
SIDM02020	5329102
SIDM02021	5329102
SIDM02022	5329102
SIDM02023	5329102
SIDM02024	5329102
SIDM02025	5329102
SIDM02026	5329102
SIDM02027	5329102
SIDM02028	5329102
SIDM02029	5329102
SIDM02030	5329102
SIDM02031	5329102
SIDM02032	5329102
SIDM02034	5329102
SIDM02035	5329102
SIDM02036	5329102
SIDM02037	5329102
SIDM02038	5329102
SIDM02039	5329102
SIDM02040	5329102
SIDM02041	5329102
SIDM02042	5329102
SIDM02043	5329102
SIDM02044	5329102
SIDM02045	5329102
SIDM02046	5329102
SIDM02047	5329102
SIDM02048	5329102
SIDM02049	5329102
SIDM02050	5329102
SIDM02051	5329102
SIDM02052	5329102
SIDM02053	5329102
SIDM02054	5329102
SIDM02055	5329102
SIDM02056	5329102
SIDM02057	5329102
SIDM02058	5329102
SIDM02059	5329102
SIDM02060	5329102
SIDM02061	5329102
SIDM02062	5329102
SIDM02063	5329102
SIDM02064	5329102
SIDM02065	5329102
SIDM02066	5329102
SIDM02067	5329102
SIDM02068	5329102
SIDM02069	5329102
SIDM02070	5329102
SIDM02071	5329102
SIDM02072	5329102
SIDM02073	5329102
SIDM02074	5329102
SIDM02075	5329102
SIDM02076	5329102
SIDM02077	5329102
SIDM02078	5329102
SIDM02079	5329102
SIDM02080	5329102
SIDM00001	10461815
SIDM00002	10461815
SIDM00005	10461815
SIDM00006	10461815
SIDM00007	10461815
SIDM00008	10461815
SIDM00009	10461815
SIDM00011	10461815
SIDM00014	10461815
SIDM00015	10461815
SIDM00016	10461815
SIDM00017	10461815
SIDM00018	10461815
SIDM00025	10461815
SIDM00026	10461815
SIDM00027	10461815
SIDM00029	10461815
SIDM00032	10461815
SIDM00036	10461815
SIDM00054	10461815
SIDM00057	10461815
SIDM00062	10461815
SIDM00063	10461815
SIDM00065	10461815
SIDM00068	10461815
SIDM00070	10461815
SIDM00071	10461815
SIDM00074	10461815
SIDM00093	10461815
SIDM00131	10461815
SIDM00147	10461815
SIDM00153	10461815
SIDM00158	10461815
SIDM00159	10461815
SIDM00160	10461815
SIDM00161	10461815
SIDM00162	10461815
SIDM00163	10461815
SIDM00164	10461815
SIDM00165	10461815
SIDM00166	10461815
SIDM00167	10461815
SIDM00168	10461815
SIDM00169	10461815
SIDM00170	10461815
SIDM00171	10461815
SIDM00173	10461815
SIDM00192	10461815
SIDM00226	10461815
SIDM00228	10461815
SIDM00248	10461815
SIDM00265	10461815
SIDM00298	10461815
SIDM00307	10461815
SIDM00314	10461815
SIDM00397	10461815
SIDM00414	10461815
SIDM00452	10461815
SIDM00497	10461815
SIDM00500	10461815
SIDM00536	10461815
SIDM00546	10461815
SIDM00593	10461815
SIDM00595	10461815
SIDM00605	10461815
SIDM00610	10461815
SIDM00634	10461815
SIDM00636	10461815
SIDM00639	10461815
SIDM00644	10461815
SIDM00757	10461815
SIDM00775	10461815
SIDM00780	10461815
SIDM00784	10461815
SIDM00800	10461815
SIDM00823	10461815
SIDM00836	10461815
SIDM00840	10461815
SIDM00851	10461815
SIDM00862	10461815
SIDM00894	10461815
SIDM00897	10461815
SIDM00904	10461815
SIDM00914	10461815
SIDM00915	10461815
SIDM00945	10461815
SIDM00960	10461815
SIDM00979	10461815
SIDM00991	10461815
SIDM01022	10461815
SIDM01050	10461815
SIDM01061	10461815
SIDM01063	10461815
SIDM01074	10461815
SIDM01151	10461815
SIDM01158	10461815
SIDM01167	10461815
SIDM01195	10461815
SIDM01215	10461815
SIDM01222	10461815
SIDM01241	10461815
SIDM01254	10461815
SIDM01257	10461815
SIDM01266	10461815
SIDM01267	10461815
SIDM01268	10461815
SIDM01269	10461815
SIDM01270	10461815
SIDM01271	10461815
SIDM01272	10461815
SIDM01273	10461815
SIDM01274	10461815
SIDM01275	10461815
SIDM01276	10461815
SIDM01277	10461815
SIDM01278	10461815
SIDM01279	10461815
SIDM01280	10461815
SIDM01281	10461815
SIDM01282	10461815
SIDM01283	10461815
SIDM01284	10461815
SIDM01285	10461815
SIDM01286	10461815
SIDM01287	10461815
SIDM01288	10461815
SIDM01289	10461815
SIDM01290	10461815
SIDM01291	10461815
SIDM01292	10461815
SIDM01293	10461815
SIDM01294	10461815
SIDM01295	10461815
SIDM01296	10461815
SIDM01297	10461815
SIDM01298	10461815
SIDM01299	10461815
SIDM01301	10461815
SIDM01302	10461815
SIDM01303	10461815
SIDM01304	10461815
SIDM01305	10461815
SIDM01306	10461815
SIDM01307	10461815
SIDM01309	10461815
SIDM01310	10461815
SIDM01311	10461815
SIDM01312	10461815
SIDM01313	10461815
SIDM01314	10461815
SIDM01316	10461815
SIDM01318	10461815
SIDM01320	10461815
SIDM01321	10461815
SIDM01322	10461815
SIDM01323	10461815
SIDM01324	10461815
SIDM01325	10461815
SIDM01331	10461815
SIDM01332	10461815
SIDM01335	10461815
SIDM01336	10461815
SIDM01343	10461815
SIDM01347	10461815
SIDM01363	10461815
SIDM01368	10461815
SIDM01372	10461815
SIDM01377	10461815
SIDM01378	10461815
SIDM01387	10461815
SIDM01391	10461815
SIDM01393	10461815
SIDM01394	10461815
SIDM01397	10461815
SIDM01398	10461815
SIDM01409	10461815
SIDM01411	10461815
SIDM01412	10461815
SIDM01413	10461815
SIDM01432	10461815
SIDM01433	10461815
SIDM01434	10461815
SIDM01435	10461815
SIDM01436	10461815
SIDM01437	10461815
SIDM01439	10461815
SIDM01442	10461815
SIDM01443	10461815
SIDM01444	10461815
SIDM01445	10461815
SIDM01446	10461815
SIDM01447	10461815
SIDM01449	10461815
SIDM01450	10461815
SIDM01451	10461815
SIDM01454	10461815
SIDM01460	10461815
SIDM01463	10461815
SIDM01464	10461815
SIDM01469	10461815
SIDM01470	10461815
SIDM01471	10461815
SIDM01472	10461815
SIDM01473	10461815
SIDM01474	10461815
SIDM01476	10461815
SIDM01479	10461815
SIDM01480	10461815
SIDM01482	10461815
SIDM01483	10461815
SIDM01490	10461815
SIDM01491	10461815
SIDM01492	10461815
SIDM01494	10461815
SIDM01498	10461815
SIDM01502	10461815
SIDM01503	10461815
SIDM01504	10461815
SIDM01510	10461815
SIDM01511	10461815
SIDM01512	10461815
SIDM01517	10461815
SIDM01518	10461815
SIDM01519	10461815
SIDM01520	10461815
SIDM01522	10461815
SIDM01523	10461815
SIDM01525	10461815
SIDM01526	10461815
SIDM01528	10461815
SIDM01529	10461815
SIDM01530	10461815
SIDM01531	10461815
SIDM01545	10461815
SIDM01546	10461815
SIDM01551	10461815
SIDM01553	10461815
SIDM01554	10461815
SIDM01556	10461815
SIDM01559	10461815
SIDM01560	10461815
SIDM01561	10461815
SIDM01563	10461815
SIDM01564	10461815
SIDM01565	10461815
SIDM01566	10461815
SIDM01567	10461815
SIDM01569	10461815
SIDM01570	10461815
SIDM01571	10461815
SIDM01572	10461815
SIDM01573	10461815
SIDM01574	10461815
SIDM01575	10461815
SIDM01577	10461815
SIDM01578	10461815
SIDM01580	10461815
SIDM01581	10461815
SIDM01582	10461815
SIDM01587	10461815
SIDM01588	10461815
SIDM01589	10461815
SIDM01590	10461815
SIDM01591	10461815
SIDM01593	10461815
SIDM01594	10461815
SIDM01596	10461815
SIDM01598	10461815
SIDM01602	10461815
SIDM01603	10461815
SIDM01604	10461815
SIDM01605	10461815
SIDM01606	10461815
SIDM01607	10461815
SIDM01608	10461815
SIDM01609	10461815
SIDM01611	10461815
SIDM01612	10461815
SIDM01613	10461815
SIDM01614	10461815
SIDM01615	10461815
SIDM01616	10461815
SIDM01617	10461815
SIDM01618	10461815
SIDM01619	10461815
SIDM01622	10461815
SIDM01624	10461815
SIDM01628	10461815
SIDM01629	10461815
SIDM01635	10461815
SIDM01640	10461815
SIDM01657	10461815
SIDM01658	10461815
SIDM01659	10461815
SIDM01660	10461815
SIDM01662	10461815
SIDM01664	10461815
SIDM01667	10461815
SIDM01668	10461815
SIDM01672	10461815
SIDM01675	10461815
SIDM01676	10461815
SIDM01679	10461815
SIDM01682	10461815
SIDM01685	10461815
SIDM01686	10461815
SIDM01689	10461815
SIDM01690	10461815
SIDM01691	10461815
SIDM01692	10461815
SIDM01693	10461815
SIDM01694	10461815
SIDM01695	10461815
SIDM01696	10461815
SIDM01697	10461815
SIDM01698	10461815
SIDM01699	10461815
SIDM01701	10461815
SIDM01702	10461815
SIDM01703	10461815
SIDM01704	10461815
SIDM01705	10461815
SIDM01709	10461815
SIDM01710	10461815
SIDM01724	10461815
SIDM01725	10461815
SIDM01726	10461815
SIDM01727	10461815
SIDM01728	10461815
SIDM01729	10461815
SIDM01730	10461815
SIDM01734	10461815
SIDM01739	10461815
SIDM01741	10461815
SIDM01743	10461815
SIDM01746	10461815
SIDM01749	10461815
SIDM01750	10461815
SIDM01752	10461815
SIDM01753	10461815
SIDM01756	10461815
SIDM01757	10461815
SIDM01758	10461815
SIDM01759	10461815
SIDM01760	10461815
SIDM01761	10461815
SIDM01762	10461815
SIDM01763	10461815
SIDM01764	10461815
SIDM01765	10461815
SIDM01766	10461815
SIDM01767	10461815
SIDM01768	10461815
SIDM01770	10461815
SIDM01771	10461815
SIDM01772	10461815
SIDM01773	10461815
SIDM01774	10461815
SIDM01775	10461815
SIDM01777	10461815
SIDM01779	10461815
SIDM01780	10461815
SIDM01781	10461815
SIDM01782	10461815
SIDM01820	10461815
SIDM01858	10461815
SIDM01859	10461815
SIDM01873	10461815
SIDM01942	10461815
SIDM01943	10461815
SIDM01944	10461815
SIDM01946	10461815
SIDM01947	10461815
SIDM01948	10461815
SIDM01949	10461815
SIDM01950	10461815
SIDM01951	10461815
SIDM01952	10461815
SIDM01954	10461815
SIDM01955	10461815
SIDM01956	10461815
SIDM01957	10461815
SIDM01958	10461815
SIDM01959	10461815
SIDM01960	10461815
SIDM01961	10461815
SIDM01962	10461815
SIDM01963	10461815
SIDM01964	10461815
SIDM01965	10461815
SIDM01966	10461815
SIDM02010	10461815
SIDM02011	10461815
SIDM02014	10461815
SIDM02015	10461815
SIDM02016	10461815
SIDM02017	10461815
SIDM02018	10461815
SIDM02019	10461815
SIDM02020	10461815
SIDM02021	10461815
SIDM02022	10461815
SIDM02023	10461815
SIDM02024	10461815
SIDM02025	10461815
SIDM02026	10461815
SIDM02027	10461815
SIDM02028	10461815
SIDM02029	10461815
SIDM02030	10461815
SIDM02031	10461815
SIDM02032	10461815
SIDM02034	10461815
SIDM02035	10461815
SIDM02036	10461815
SIDM02037	10461815
SIDM02038	10461815
SIDM02039	10461815
SIDM02040	10461815
SIDM02041	10461815
SIDM02042	10461815
SIDM02043	10461815
SIDM02044	10461815
SIDM02045	10461815
SIDM02046	10461815
SIDM02047	10461815
SIDM02048	10461815
SIDM02049	10461815
SIDM02050	10461815
SIDM02051	10461815
SIDM02052	10461815
SIDM02053	10461815
SIDM02054	10461815
SIDM02055	10461815
SIDM02056	10461815
SIDM02057	10461815
SIDM02058	10461815
SIDM02059	10461815
SIDM02060	10461815
SIDM02061	10461815
SIDM02062	10461815
SIDM02063	10461815
SIDM02064	10461815
SIDM02065	10461815
SIDM02066	10461815
SIDM02067	10461815
SIDM02068	10461815
SIDM02069	10461815
SIDM02070	10461815
SIDM02071	10461815
SIDM02072	10461815
SIDM02073	10461815
SIDM02074	10461815
SIDM02075	10461815
SIDM02076	10461815
SIDM02077	10461815
SIDM02078	10461815
SIDM02079	10461815
SIDM02080	10461815
SIDM00001	462382
SIDM00002	462382
SIDM00005	462382
SIDM00006	462382
SIDM00007	462382
SIDM00008	462382
SIDM00009	462382
SIDM00011	462382
SIDM00014	462382
SIDM00015	462382
SIDM00016	462382
SIDM00017	462382
SIDM00018	462382
SIDM00025	462382
SIDM00026	462382
SIDM00027	462382
SIDM00029	462382
SIDM00032	462382
SIDM00036	462382
SIDM00054	462382
SIDM00057	462382
SIDM00062	462382
SIDM00063	462382
SIDM00065	462382
SIDM00068	462382
SIDM00070	462382
SIDM00071	462382
SIDM00074	462382
SIDM00093	462382
SIDM00131	462382
SIDM00147	462382
SIDM00153	462382
SIDM00158	462382
SIDM00159	462382
SIDM00160	462382
SIDM00161	462382
SIDM00162	462382
SIDM00163	462382
SIDM00164	462382
SIDM00165	462382
SIDM00166	462382
SIDM00167	462382
SIDM00168	462382
SIDM00169	462382
SIDM00170	462382
SIDM00171	462382
SIDM00173	462382
SIDM00192	462382
SIDM00226	462382
SIDM00228	462382
SIDM00248	462382
SIDM00265	462382
SIDM00298	462382
SIDM00307	462382
SIDM00314	462382
SIDM00397	462382
SIDM00414	462382
SIDM00452	462382
SIDM00497	462382
SIDM00500	462382
SIDM00536	462382
SIDM00546	462382
SIDM00593	462382
SIDM00595	462382
SIDM00605	462382
SIDM00610	462382
SIDM00634	462382
SIDM00636	462382
SIDM00639	462382
SIDM00644	462382
SIDM00757	462382
SIDM00775	462382
SIDM00780	462382
SIDM00784	462382
SIDM00800	462382
SIDM00823	462382
SIDM00836	462382
SIDM00840	462382
SIDM00851	462382
SIDM00862	462382
SIDM00894	462382
SIDM00897	462382
SIDM00904	462382
SIDM00914	462382
SIDM00915	462382
SIDM00945	462382
SIDM00960	462382
SIDM00979	462382
SIDM00991	462382
SIDM01022	462382
SIDM01050	462382
SIDM01061	462382
SIDM01063	462382
SIDM01074	462382
SIDM01151	462382
SIDM01158	462382
SIDM01167	462382
SIDM01195	462382
SIDM01215	462382
SIDM01222	462382
SIDM01241	462382
SIDM01254	462382
SIDM01257	462382
SIDM01266	462382
SIDM01267	462382
SIDM01268	462382
SIDM01269	462382
SIDM01270	462382
SIDM01271	462382
SIDM01272	462382
SIDM01273	462382
SIDM01274	462382
SIDM01275	462382
SIDM01276	462382
SIDM01277	462382
SIDM01278	462382
SIDM01279	462382
SIDM01280	462382
SIDM01281	462382
SIDM01282	462382
SIDM01283	462382
SIDM01284	462382
SIDM01285	462382
SIDM01286	462382
SIDM01287	462382
SIDM01288	462382
SIDM01289	462382
SIDM01290	462382
SIDM01291	462382
SIDM01292	462382
SIDM01293	462382
SIDM01294	462382
SIDM01295	462382
SIDM01296	462382
SIDM01297	462382
SIDM01298	462382
SIDM01299	462382
SIDM01301	462382
SIDM01302	462382
SIDM01303	462382
SIDM01304	462382
SIDM01305	462382
SIDM01306	462382
SIDM01307	462382
SIDM01309	462382
SIDM01310	462382
SIDM01311	462382
SIDM01312	462382
SIDM01313	462382
SIDM01314	462382
SIDM01316	462382
SIDM01318	462382
SIDM01320	462382
SIDM01321	462382
SIDM01322	462382
SIDM01323	462382
SIDM01324	462382
SIDM01325	462382
SIDM01331	462382
SIDM01332	462382
SIDM01335	462382
SIDM01336	462382
SIDM01343	462382
SIDM01347	462382
SIDM01363	462382
SIDM01368	462382
SIDM01372	462382
SIDM01377	462382
SIDM01378	462382
SIDM01387	462382
SIDM01391	462382
SIDM01393	462382
SIDM01394	462382
SIDM01397	462382
SIDM01398	462382
SIDM01409	462382
SIDM01411	462382
SIDM01412	462382
SIDM01413	462382
SIDM01432	462382
SIDM01433	462382
SIDM01434	462382
SIDM01435	462382
SIDM01436	462382
SIDM01437	462382
SIDM01439	462382
SIDM01442	462382
SIDM01443	462382
SIDM01444	462382
SIDM01445	462382
SIDM01446	462382
SIDM01447	462382
SIDM01449	462382
SIDM01450	462382
SIDM01451	462382
SIDM01454	462382
SIDM01460	462382
SIDM01463	462382
SIDM01464	462382
SIDM01469	462382
SIDM01470	462382
SIDM01471	462382
SIDM01472	462382
SIDM01473	462382
SIDM01474	462382
SIDM01476	462382
SIDM01479	462382
SIDM01480	462382
SIDM01482	462382
SIDM01483	462382
SIDM01490	462382
SIDM01491	462382
SIDM01492	462382
SIDM01494	462382
SIDM01498	462382
SIDM01502	462382
SIDM01503	462382
SIDM01504	462382
SIDM01510	462382
SIDM01511	462382
SIDM01512	462382
SIDM01517	462382
SIDM01518	462382
SIDM01519	462382
SIDM01520	462382
SIDM01522	462382
SIDM01523	462382
SIDM01525	462382
SIDM01526	462382
SIDM01528	462382
SIDM01529	462382
SIDM01530	462382
SIDM01531	462382
SIDM01545	462382
SIDM01546	462382
SIDM01551	462382
SIDM01553	462382
SIDM01554	462382
SIDM01556	462382
SIDM01559	462382
SIDM01560	462382
SIDM01561	462382
SIDM01563	462382
SIDM01564	462382
SIDM01565	462382
SIDM01566	462382
SIDM01567	462382
SIDM01569	462382
SIDM01570	462382
SIDM01571	462382
SIDM01572	462382
SIDM01573	462382
SIDM01574	462382
SIDM01575	462382
SIDM01577	462382
SIDM01578	462382
SIDM01580	462382
SIDM01581	462382
SIDM01582	462382
SIDM01587	462382
SIDM01588	462382
SIDM01589	462382
SIDM01590	462382
SIDM01591	462382
SIDM01593	462382
SIDM01594	462382
SIDM01596	462382
SIDM01598	462382
SIDM01602	462382
SIDM01603	462382
SIDM01604	462382
SIDM01605	462382
SIDM01606	462382
SIDM01607	462382
SIDM01608	462382
SIDM01609	462382
SIDM01611	462382
SIDM01612	462382
SIDM01613	462382
SIDM01614	462382
SIDM01615	462382
SIDM01616	462382
SIDM01617	462382
SIDM01618	462382
SIDM01619	462382
SIDM01622	462382
SIDM01624	462382
SIDM01628	462382
SIDM01629	462382
SIDM01635	462382
SIDM01640	462382
SIDM01657	462382
SIDM01658	462382
SIDM01659	462382
SIDM01660	462382
SIDM01662	462382
SIDM01664	462382
SIDM01667	462382
SIDM01668	462382
SIDM01672	462382
SIDM01675	462382
SIDM01676	462382
SIDM01679	462382
SIDM01682	462382
SIDM01685	462382
SIDM01686	462382
SIDM01689	462382
SIDM01690	462382
SIDM01691	462382
SIDM01692	462382
SIDM01693	462382
SIDM01694	462382
SIDM01695	462382
SIDM01696	462382
SIDM01697	462382
SIDM01698	462382
SIDM01699	462382
SIDM01701	462382
SIDM01702	462382
SIDM01703	462382
SIDM01704	462382
SIDM01705	462382
SIDM01709	462382
SIDM01710	462382
SIDM01724	462382
SIDM01725	462382
SIDM01726	462382
SIDM01727	462382
SIDM01728	462382
SIDM01729	462382
SIDM01730	462382
SIDM01734	462382
SIDM01739	462382
SIDM01741	462382
SIDM01743	462382
SIDM01746	462382
SIDM01749	462382
SIDM01750	462382
SIDM01752	462382
SIDM01753	462382
SIDM01756	462382
SIDM01757	462382
SIDM01758	462382
SIDM01759	462382
SIDM01760	462382
SIDM01761	462382
SIDM01762	462382
SIDM01763	462382
SIDM01764	462382
SIDM01765	462382
SIDM01766	462382
SIDM01767	462382
SIDM01768	462382
SIDM01770	462382
SIDM01771	462382
SIDM01772	462382
SIDM01773	462382
SIDM01774	462382
SIDM01775	462382
SIDM01777	462382
SIDM01779	462382
SIDM01780	462382
SIDM01781	462382
SIDM01782	462382
SIDM01820	462382
SIDM01858	462382
SIDM01859	462382
SIDM01873	462382
SIDM01942	462382
SIDM01943	462382
SIDM01944	462382
SIDM01946	462382
SIDM01947	462382
SIDM01948	462382
SIDM01949	462382
SIDM01950	462382
SIDM01951	462382
SIDM01952	462382
SIDM01954	462382
SIDM01955	462382
SIDM01956	462382
SIDM01957	462382
SIDM01958	462382
SIDM01959	462382
SIDM01960	462382
SIDM01961	462382
SIDM01962	462382
SIDM01963	462382
SIDM01964	462382
SIDM01965	462382
SIDM01966	462382
SIDM02010	462382
SIDM02011	462382
SIDM02014	462382
SIDM02015	462382
SIDM02016	462382
SIDM02017	462382
SIDM02018	462382
SIDM02019	462382
SIDM02020	462382
SIDM02021	462382
SIDM02022	462382
SIDM02023	462382
SIDM02024	462382
SIDM02025	462382
SIDM02026	462382
SIDM02027	462382
SIDM02028	462382
SIDM02029	462382
SIDM02030	462382
SIDM02031	462382
SIDM02032	462382
SIDM02034	462382
SIDM02035	462382
SIDM02036	462382
SIDM02037	462382
SIDM02038	462382
SIDM02039	462382
SIDM02040	462382
SIDM02041	462382
SIDM02042	462382
SIDM02043	462382
SIDM02044	462382
SIDM02045	462382
SIDM02046	462382
SIDM02047	462382
SIDM02048	462382
SIDM02049	462382
SIDM02050	462382
SIDM02051	462382
SIDM02052	462382
SIDM02053	462382
SIDM02054	462382
SIDM02055	462382
SIDM02056	462382
SIDM02057	462382
SIDM02058	462382
SIDM02059	462382
SIDM02060	462382
SIDM02061	462382
SIDM02062	462382
SIDM02063	462382
SIDM02064	462382
SIDM02065	462382
SIDM02066	462382
SIDM02067	462382
SIDM02068	462382
SIDM02069	462382
SIDM02070	462382
SIDM02071	462382
SIDM02072	462382
SIDM02073	462382
SIDM02074	462382
SIDM02075	462382
SIDM02076	462382
SIDM02077	462382
SIDM02078	462382
SIDM02079	462382
SIDM02080	462382
SIDM00001	36314
SIDM00002	36314
SIDM00005	36314
SIDM00006	36314
SIDM00007	36314
SIDM00008	36314
SIDM00009	36314
SIDM00011	36314
SIDM00014	36314
SIDM00015	36314
SIDM00016	36314
SIDM00017	36314
SIDM00018	36314
SIDM00025	36314
SIDM00026	36314
SIDM00027	36314
SIDM00029	36314
SIDM00032	36314
SIDM00036	36314
SIDM00054	36314
SIDM00057	36314
SIDM00062	36314
SIDM00063	36314
SIDM00065	36314
SIDM00068	36314
SIDM00070	36314
SIDM00071	36314
SIDM00074	36314
SIDM00093	36314
SIDM00131	36314
SIDM00147	36314
SIDM00153	36314
SIDM00158	36314
SIDM00159	36314
SIDM00160	36314
SIDM00161	36314
SIDM00162	36314
SIDM00163	36314
SIDM00164	36314
SIDM00165	36314
SIDM00166	36314
SIDM00167	36314
SIDM00168	36314
SIDM00169	36314
SIDM00170	36314
SIDM00171	36314
SIDM00173	36314
SIDM00192	36314
SIDM00226	36314
SIDM00228	36314
SIDM00248	36314
SIDM00265	36314
SIDM00298	36314
SIDM00307	36314
SIDM00314	36314
SIDM00397	36314
SIDM00414	36314
SIDM00452	36314
SIDM00497	36314
SIDM00500	36314
SIDM00536	36314
SIDM00546	36314
SIDM00593	36314
SIDM00595	36314
SIDM00605	36314
SIDM00610	36314
SIDM00634	36314
SIDM00636	36314
SIDM00639	36314
SIDM00644	36314
SIDM00757	36314
SIDM00775	36314
SIDM00780	36314
SIDM00784	36314
SIDM00800	36314
SIDM00823	36314
SIDM00836	36314
SIDM00840	36314
SIDM00851	36314
SIDM00862	36314
SIDM00894	36314
SIDM00897	36314
SIDM00904	36314
SIDM00914	36314
SIDM00915	36314
SIDM00945	36314
SIDM00960	36314
SIDM00979	36314
SIDM00991	36314
SIDM01022	36314
SIDM01050	36314
SIDM01061	36314
SIDM01063	36314
SIDM01074	36314
SIDM01151	36314
SIDM01158	36314
SIDM01167	36314
SIDM01195	36314
SIDM01215	36314
SIDM01222	36314
SIDM01241	36314
SIDM01254	36314
SIDM01257	36314
SIDM01266	36314
SIDM01267	36314
SIDM01268	36314
SIDM01269	36314
SIDM01270	36314
SIDM01271	36314
SIDM01272	36314
SIDM01273	36314
SIDM01274	36314
SIDM01275	36314
SIDM01276	36314
SIDM01277	36314
SIDM01278	36314
SIDM01279	36314
SIDM01280	36314
SIDM01281	36314
SIDM01282	36314
SIDM01283	36314
SIDM01284	36314
SIDM01285	36314
SIDM01286	36314
SIDM01287	36314
SIDM01288	36314
SIDM01289	36314
SIDM01290	36314
SIDM01291	36314
SIDM01292	36314
SIDM01293	36314
SIDM01294	36314
SIDM01295	36314
SIDM01296	36314
SIDM01297	36314
SIDM01298	36314
SIDM01299	36314
SIDM01301	36314
SIDM01302	36314
SIDM01303	36314
SIDM01304	36314
SIDM01305	36314
SIDM01306	36314
SIDM01307	36314
SIDM01309	36314
SIDM01310	36314
SIDM01311	36314
SIDM01312	36314
SIDM01313	36314
SIDM01314	36314
SIDM01316	36314
SIDM01318	36314
SIDM01320	36314
SIDM01321	36314
SIDM01322	36314
SIDM01323	36314
SIDM01324	36314
SIDM01325	36314
SIDM01331	36314
SIDM01332	36314
SIDM01335	36314
SIDM01336	36314
SIDM01343	36314
SIDM01347	36314
SIDM01363	36314
SIDM01368	36314
SIDM01372	36314
SIDM01377	36314
SIDM01378	36314
SIDM01387	36314
SIDM01391	36314
SIDM01393	36314
SIDM01394	36314
SIDM01397	36314
SIDM01398	36314
SIDM01409	36314
SIDM01411	36314
SIDM01412	36314
SIDM01413	36314
SIDM01432	36314
SIDM01433	36314
SIDM01434	36314
SIDM01435	36314
SIDM01436	36314
SIDM01437	36314
SIDM01439	36314
SIDM01442	36314
SIDM01443	36314
SIDM01444	36314
SIDM01445	36314
SIDM01446	36314
SIDM01447	36314
SIDM01449	36314
SIDM01450	36314
SIDM01451	36314
SIDM01454	36314
SIDM01460	36314
SIDM01463	36314
SIDM01464	36314
SIDM01469	36314
SIDM01470	36314
SIDM01471	36314
SIDM01472	36314
SIDM01473	36314
SIDM01474	36314
SIDM01476	36314
SIDM01479	36314
SIDM01480	36314
SIDM01482	36314
SIDM01483	36314
SIDM01490	36314
SIDM01491	36314
SIDM01492	36314
SIDM01494	36314
SIDM01498	36314
SIDM01502	36314
SIDM01503	36314
SIDM01504	36314
SIDM01510	36314
SIDM01511	36314
SIDM01512	36314
SIDM01517	36314
SIDM01518	36314
SIDM01519	36314
SIDM01520	36314
SIDM01522	36314
SIDM01523	36314
SIDM01525	36314
SIDM01526	36314
SIDM01528	36314
SIDM01529	36314
SIDM01530	36314
SIDM01531	36314
SIDM01545	36314
SIDM01546	36314
SIDM01551	36314
SIDM01553	36314
SIDM01554	36314
SIDM01556	36314
SIDM01559	36314
SIDM01560	36314
SIDM01561	36314
SIDM01563	36314
SIDM01564	36314
SIDM01565	36314
SIDM01566	36314
SIDM01567	36314
SIDM01569	36314
SIDM01570	36314
SIDM01571	36314
SIDM01572	36314
SIDM01573	36314
SIDM01574	36314
SIDM01575	36314
SIDM01577	36314
SIDM01578	36314
SIDM01580	36314
SIDM01581	36314
SIDM01582	36314
